Test_id,Test_Name,Test_Link,Remote_Testing,Adaptive_Testing,Test_Types,Description,Job_Levels,Languages,Assessment_Length,Assessment_Minutes,short_test,combined_text
4307,OPQ Premium Plus Report 2.0,https://www.shl.com/solutions/products/product-catalog/view/opq-premium-plus-report-2-0/,YES,NO,Personality & Behaviour,"This OPQ (Occupational Personality Questionnaire) report contains a selection of reports including OPQ profile, user report, manager plus report, candidate plus report, universal competency report, team impact selection report.","Manager, Graduate, Mid-Professional, Professional Individual Contributor, Director, General Population, Entry-Level, Executive, Front Line Manager, Supervisor,",No info,No info,No info,short test,"OPQ Premium Plus Report 2.0 - This OPQ (Occupational Personality Questionnaire) report contains a selection of reports including OPQ profile, user report, manager plus report, candidate plus report, universal competency report, team impact selection report. | Test Type: Personality & Behaviour | Target Job Levels: Manager, Graduate, Mid-Professional, Professional Individual Contributor, Director, General Population, Entry-Level, Executive, Front Line Manager, Supervisor, | Duration: No info | Duration in Minutes: No info | Supports Remote Testing | short test"
1050,OPQ Profile Report,https://www.shl.com/solutions/products/product-catalog/view/opq-profile-report/,YES,NO,Personality & Behaviour,"This is a graphical profile charts presenting results across the 32 OPQ scales. It is designed to be interpreted by OPQ trained users only.
Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.
Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms.","Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","Arabic, Romanian, Slovak, Serbian, Chinese Simplified, Chinese Traditional, Danish, Flemish, Dutch, English International, Finnish, French (Belgium), French (Canada), French, German, Greek, Hungarian, Icelandic, Indonesian, Italian, Japanese, Korean, Norwegian, Polish, Portuguese (Brazil), Portuguese, Russian, Latin American Spanish, Spanish, Swedish, Thai, Turkish, English (USA), Czech, Estonian, Latvian, Lithuanian,",No info,No info,short test,"OPQ Profile Report - This is a graphical profile charts presenting results across the 32 OPQ scales. It is designed to be interpreted by OPQ trained users only.
Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.
Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms. | Test Type: Personality & Behaviour | Target Job Levels: Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, | Duration: No info | Duration in Minutes: No info | Supports Remote Testing | short test | Languages: Arabic, Romanian, Slovak, Serbian, Chinese Simplified, Chinese Traditional, Danish, Flemish, Dutch, English International, Finnish, French (Belgium), French (Canada), French, German, Greek, Hungarian, Icelandic, Indonesian, Italian, Japanese, Korean, Norwegian, Polish, Portuguese (Brazil), Portuguese, Russian, Latin American Spanish, Spanish, Swedish, Thai, Turkish, English (USA), Czech, Estonian, Latvian, Lithuanian,"
1060,OPQ Team Impact Group Development Report,https://www.shl.com/solutions/products/product-catalog/view/opq-team-impact-group-development-report/,YES,NO,Personality & Behaviour,"These reports are based on the SHL Team Impact Model, which is focused on actual team processes.  They are supported by clear and easy to understand graphics which do not require OPQ training.
“IMPORTANT! Please note that for a sample report contact Managed Services"".","Executive, Director, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","Danish, English International, Finnish, Dutch, Norwegian, Swedish, English (USA),",No info,No info,short test,"OPQ Team Impact Group Development Report - These reports are based on the SHL Team Impact Model, which is focused on actual team processes.  They are supported by clear and easy to understand graphics which do not require OPQ training.
“IMPORTANT! Please note that for a sample report contact Managed Services"". | Test Type: Personality & Behaviour | Target Job Levels: Executive, Director, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, | Duration: No info | Duration in Minutes: No info | Supports Remote Testing | short test | Languages: Danish, English International, Finnish, Dutch, Norwegian, Swedish, English (USA),"
1059,OPQ Team Impact Individual Development Report,https://www.shl.com/solutions/products/product-catalog/view/opq-team-impact-individual-development-report/,YES,NO,Personality & Behaviour,"These reports are based on the SHL Team Impact Model, which is focused on actual team processes.  They are supported by clear and easy to understand graphics which do not require OPQ training.","Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English International, Danish, Dutch, Finnish, Latin American Spanish, Norwegian, Swedish, English (USA),",No info,No info,short test,"OPQ Team Impact Individual Development Report - These reports are based on the SHL Team Impact Model, which is focused on actual team processes.  They are supported by clear and easy to understand graphics which do not require OPQ training. | Test Type: Personality & Behaviour | Target Job Levels: Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, | Duration: No info | Duration in Minutes: No info | Supports Remote Testing | short test | Languages: English International, Danish, Dutch, Finnish, Latin American Spanish, Norwegian, Swedish, English (USA),"
1058,OPQ Team Impact Selection Report,https://www.shl.com/solutions/products/product-catalog/view/opq-team-impact-selection-report/,YES,NO,Personality & Behaviour,"These reports are based on the SHL Team Impact Model, which is focused on actual team processes.  They are supported by clear and easy to understand graphics which do not require OPQ training.","Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","Danish, Dutch, Finnish, Latin American Spanish, Norwegian, Swedish, English International, English (USA),",No info,No info,short test,"OPQ Team Impact Selection Report - These reports are based on the SHL Team Impact Model, which is focused on actual team processes.  They are supported by clear and easy to understand graphics which do not require OPQ training. | Test Type: Personality & Behaviour | Target Job Levels: Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, | Duration: No info | Duration in Minutes: No info | Supports Remote Testing | short test | Languages: Danish, Dutch, Finnish, Latin American Spanish, Norwegian, Swedish, English International, English (USA),"
1061,OPQ Team Types & Leadership Styles Profile,https://www.shl.com/solutions/products/product-catalog/view/opq-team-types-and-leadership-styles-profile/,YES,NO,Personality & Behaviour,This OPQ (Occupational Personality Questionnaire) report is based on Belbin's team types and Bass's leadership and reporting styles.  Belbins team types: individual preferred role when working in ateam.  Bass's leadership and reporting styles: individuals preferred leadership styles and likely style of behaviour as a direct report.,"Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","Flemish, French (Belgium), Portuguese (Brazil), Danish, French (Canada), French, German, Italian, Latin American Spanish, Norwegian, Portuguese, Swedish, Turkish, English International, English (USA),",No info,No info,short test,"OPQ Team Types & Leadership Styles Profile - This OPQ (Occupational Personality Questionnaire) report is based on Belbin's team types and Bass's leadership and reporting styles.  Belbins team types: individual preferred role when working in ateam.  Bass's leadership and reporting styles: individuals preferred leadership styles and likely style of behaviour as a direct report. | Test Type: Personality & Behaviour | Target Job Levels: Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, | Duration: No info | Duration in Minutes: No info | Supports Remote Testing | short test | Languages: Flemish, French (Belgium), Portuguese (Brazil), Danish, French (Canada), French, German, Italian, Latin American Spanish, Norwegian, Portuguese, Swedish, Turkish, English International, English (USA),"
756,OPQ Team Types and Leadership Styles Report,https://www.shl.com/solutions/products/product-catalog/view/opq-team-types-and-leadership-styles-report/,YES,NO,Personality & Behaviour,This OPQ (Occupational Personality Questionnaire) report is based on Belbin's team types and Bass's leadership and reporting styles.  Belbins team types: individual preferred role when working in ateam.  Bass's leadership and reporting styles: individuals preferred leadership styles and likely style of behaviour as a direct report.,"Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","Flemish, French (Belgium), Portuguese (Brazil), Danish, Dutch, Finnish, French (Canada), French, Italian, Latin American Spanish, Norwegian, Portuguese, English International, English (USA),",No info,No info,short test,"OPQ Team Types and Leadership Styles Report - This OPQ (Occupational Personality Questionnaire) report is based on Belbin's team types and Bass's leadership and reporting styles.  Belbins team types: individual preferred role when working in ateam.  Bass's leadership and reporting styles: individuals preferred leadership styles and likely style of behaviour as a direct report. | Test Type: Personality & Behaviour | Target Job Levels: Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, | Duration: No info | Duration in Minutes: No info | Supports Remote Testing | short test | Languages: Flemish, French (Belgium), Portuguese (Brazil), Danish, Dutch, Finnish, French (Canada), French, Italian, Latin American Spanish, Norwegian, Portuguese, English International, English (USA),"
757,OPQ UCF Development Action Planner Report 1.0,https://www.shl.com/solutions/products/product-catalog/view/opq-ucf-development-action-planner-report/,YES,NO,Personality & Behaviour,"This OPQ (Occupational Personality Questionnaire) report provides clear and relevant information about an individual's strengths and areas for development, for use in staff development and on-boarding situations.
Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.
Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms.","Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English International, English (USA), Dutch, French, German, Norwegian, Swedish, Japanese, Portuguese, Chinese Simplified, Italian, Danish, Finnish, Latin American Spanish, Portuguese (Brazil),",No info,No info,short test,"OPQ UCF Development Action Planner Report 1.0 - This OPQ (Occupational Personality Questionnaire) report provides clear and relevant information about an individual's strengths and areas for development, for use in staff development and on-boarding situations.
Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.
Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms. | Test Type: Personality & Behaviour | Target Job Levels: Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, | Duration: No info | Duration in Minutes: No info | Supports Remote Testing | short test | Languages: English International, English (USA), Dutch, French, German, Norwegian, Swedish, Japanese, Portuguese, Chinese Simplified, Italian, Danish, Finnish, Latin American Spanish, Portuguese (Brazil),"
4286,OPQ UCF Development Action Planner Report 2.0,https://www.shl.com/solutions/products/product-catalog/view/opq-ucf-development-action-planner-report-2-0/,YES,NO,Personality & Behaviour,"This OPQ (Occupational Personality Questionnaire) report provides clear and relevant information about an individual's strengths and areas for development, for use in staff development and on-boarding situations.","Director, Executive, Front Line Manager, Manager, Graduate, General Population, Professional Individual Contributor, Supervisor, Mid-Professional,",No info,No info,No info,short test,"OPQ UCF Development Action Planner Report 2.0 - This OPQ (Occupational Personality Questionnaire) report provides clear and relevant information about an individual's strengths and areas for development, for use in staff development and on-boarding situations. | Test Type: Personality & Behaviour | Target Job Levels: Director, Executive, Front Line Manager, Manager, Graduate, General Population, Professional Individual Contributor, Supervisor, Mid-Professional, | Duration: No info | Duration in Minutes: No info | Supports Remote Testing | short test"
758,OPQ Universal Competency Report 1.0,https://www.shl.com/solutions/products/product-catalog/view/opq-universal-competency-report/,YES,NO,Personality & Behaviour,"This OPQ (Occupational Personality Questionnaire) report is based on the Universal Competency framework.  It graphically outlines how an individual's typical way of behaving is likely to impact on competencies.  It provides a graphical scale for each competency and summarises aspects of personality which contribute (positively or negatively) to each competency.
Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.
Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms.","Graduate, Director, Executive, Front Line Manager, General Population, Supervisor, Manager, Mid-Professional, Professional Individual Contributor,","Czech, Romanian, Slovak, Serbian, Portuguese (Brazil), Spanish, Chinese Traditional, Danish, Dutch, Finnish, French (Canada), French, German, Greek, Hungarian, Icelandic, Indonesian, Italian, Japanese, Korean, Latin American Spanish, Norwegian, Polish, Portuguese, Russian, Chinese Simplified, Swedish, Thai, Turkish, English International, English (USA),",No info,No info,short test,"OPQ Universal Competency Report 1.0 - This OPQ (Occupational Personality Questionnaire) report is based on the Universal Competency framework.  It graphically outlines how an individual's typical way of behaving is likely to impact on competencies.  It provides a graphical scale for each competency and summarises aspects of personality which contribute (positively or negatively) to each competency.
Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.
Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms. | Test Type: Personality & Behaviour | Target Job Levels: Graduate, Director, Executive, Front Line Manager, General Population, Supervisor, Manager, Mid-Professional, Professional Individual Contributor, | Duration: No info | Duration in Minutes: No info | Supports Remote Testing | short test | Languages: Czech, Romanian, Slovak, Serbian, Portuguese (Brazil), Spanish, Chinese Traditional, Danish, Dutch, Finnish, French (Canada), French, German, Greek, Hungarian, Icelandic, Indonesian, Italian, Japanese, Korean, Latin American Spanish, Norwegian, Polish, Portuguese, Russian, Chinese Simplified, Swedish, Thai, Turkish, English International, English (USA),"
4289,OPQ Universal Competency Report 2.0,https://www.shl.com/solutions/products/product-catalog/view/opq-universal-competency-report-2-0/,YES,NO,Personality & Behaviour,This OPQ (Occupational Personality Questionnaire) report is based on the Universal Competency framework.  It graphically outlines how an individual's typical way of behaving is likely to impact on competencies.  It provides a graphical scale for each competency and summarises aspects of personality which contribute (positively or negatively) to each competency.,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Executive, Front Line Manager, General Population,",No info,No info,No info,short test,"OPQ Universal Competency Report 2.0 - This OPQ (Occupational Personality Questionnaire) report is based on the Universal Competency framework.  It graphically outlines how an individual's typical way of behaving is likely to impact on competencies.  It provides a graphical scale for each competency and summarises aspects of personality which contribute (positively or negatively) to each competency. | Test Type: Personality & Behaviour | Target Job Levels: Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Executive, Front Line Manager, General Population, | Duration: No info | Duration in Minutes: No info | Supports Remote Testing | short test"
1067,OPQ User and Managers Report,https://www.shl.com/solutions/products/product-catalog/view/opq-user-and-managers-report/,YES,NO,Personality & Behaviour,"This OPQ (Occupational Personality Questionnaire) report consists of two reports. The User Report includes a Profile Chart and narrative text, focusing on an individuals likely way of behaving at work.  The Manager's Report describes the individual's personal style in narrative text that can be given directly to a line manager.
These reports can be used as an interpretation aid when giving feedback, writing reports, or interpreting OPQ information.","Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","Flemish, French (Belgium), Danish, Finnish, French, Italian, Norwegian, Portuguese, English International,",No info,No info,short test,"OPQ User and Managers Report - This OPQ (Occupational Personality Questionnaire) report consists of two reports. The User Report includes a Profile Chart and narrative text, focusing on an individuals likely way of behaving at work.  The Manager's Report describes the individual's personal style in narrative text that can be given directly to a line manager.
These reports can be used as an interpretation aid when giving feedback, writing reports, or interpreting OPQ information. | Test Type: Personality & Behaviour | Target Job Levels: Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, | Duration: No info | Duration in Minutes: No info | Supports Remote Testing | short test | Languages: Flemish, French (Belgium), Danish, Finnish, French, Italian, Norwegian, Portuguese, English International,"
759,OPQ User Report,https://www.shl.com/solutions/products/product-catalog/view/opq-user-report/,YES,NO,"Personality & Behaviour, Simulations","This OPQ (Occupational Personality Questionnaire) report includes a Profile Chart and narrative text, focusing on an individuals likely way of behaving at work.  It can be used as an interpretation aid when giving feedback, writing reports, or interpreting OPQ information.","Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","Flemish, French (Belgium), Spanish, Danish, Dutch, Finnish, French, German, Italian, Norwegian, Portuguese, English International, English (USA), Portuguese (Brazil), French (Canada), Latin American Spanish,",No info,No info,short test,"OPQ User Report - This OPQ (Occupational Personality Questionnaire) report includes a Profile Chart and narrative text, focusing on an individuals likely way of behaving at work.  It can be used as an interpretation aid when giving feedback, writing reports, or interpreting OPQ information. | Test Type: Personality & Behaviour, Simulations | Target Job Levels: Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, | Duration: No info | Duration in Minutes: No info | Supports Remote Testing | short test | Languages: Flemish, French (Belgium), Spanish, Danish, Dutch, Finnish, French, German, Italian, Norwegian, Portuguese, English International, English (USA), Portuguese (Brazil), French (Canada), Latin American Spanish,"
4106,Oracle DBA (Advanced Level) (New),https://www.shl.com/solutions/products/product-catalog/view/oracle-dba-advanced-level-new/,YES,NO,Knowledge & Skills,"Multi-choice test that measures the knowledge of Oracle DB architecture, backup and recovery, MySQL administration and advanced topics such as network configuration and data warehouse management.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 12,12.0,long test,"Oracle DBA (Advanced Level) (New) - Multi-choice test that measures the knowledge of Oracle DB architecture, backup and recovery, MySQL administration and advanced topics such as network configuration and data warehouse management. | Test Type: Knowledge & Skills | Target Job Levels: Mid-Professional, Professional Individual Contributor, | Duration: Approximate Completion Time in minutes = 12 | Duration in Minutes: 12.0 | Supports Remote Testing | long test | Languages: English (USA),"
4105,Oracle DBA (Entry Level) (New),https://www.shl.com/solutions/products/product-catalog/view/oracle-dba-entry-level-new/,YES,NO,Knowledge & Skills,"Multi-choice test that measures the knowledge of Oracle database architecture, data management, backup and recovery, and MySQL administration.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 12,12.0,long test,"Oracle DBA (Entry Level) (New) - Multi-choice test that measures the knowledge of Oracle database architecture, data management, backup and recovery, and MySQL administration. | Test Type: Knowledge & Skills | Target Job Levels: Mid-Professional, Professional Individual Contributor, | Duration: Approximate Completion Time in minutes = 12 | Duration in Minutes: 12.0 | Supports Remote Testing | long test | Languages: English (USA),"
4145,Oracle PL/SQL (New),https://www.shl.com/solutions/products/product-catalog/view/oracle-plsql-new/,YES,NO,Knowledge & Skills,"Multi-choice test that measures the knowledge of SQL queries, relational database concepts and specific Oracle PL/SQL features.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 11,11.0,long test,"Oracle PL/SQL (New) - Multi-choice test that measures the knowledge of SQL queries, relational database concepts and specific Oracle PL/SQL features. | Test Type: Knowledge & Skills | Target Job Levels: Mid-Professional, Professional Individual Contributor, | Duration: Approximate Completion Time in minutes = 11 | Duration in Minutes: 11.0 | Supports Remote Testing | long test | Languages: English (USA),"
4156,Oracle WebLogic Server (New),https://www.shl.com/solutions/products/product-catalog/view/oracle-weblogic-server-new/,YES,NO,Knowledge & Skills,"Multi-choice test that measures the knowledge of the concepts of WebLogic such as server installation, administration, node, logs manager, security and deployment.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 7,7.0,long test,"Oracle WebLogic Server (New) - Multi-choice test that measures the knowledge of the concepts of WebLogic such as server installation, administration, node, logs manager, security and deployment. | Test Type: Knowledge & Skills | Target Job Levels: Mid-Professional, Professional Individual Contributor, | Duration: Approximate Completion Time in minutes = 7 | Duration in Minutes: 7.0 | Supports Remote Testing | long test | Languages: English (USA),"
4154,Organic Chemistry (New),https://www.shl.com/solutions/products/product-catalog/view/organic-chemistry-new/,YES,NO,Knowledge & Skills,Multi-choice test that measures the knowledge of the basic concepts in organic chemistry.,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10,10.0,long test,"Organic Chemistry (New) - Multi-choice test that measures the knowledge of the basic concepts in organic chemistry. | Test Type: Knowledge & Skills | Target Job Levels: Graduate, Mid-Professional, Professional Individual Contributor, | Duration: Approximate Completion Time in minutes = 10 | Duration in Minutes: 10.0 | Supports Remote Testing | long test | Languages: English (USA),"
4107,Paint Technology (New),https://www.shl.com/solutions/products/product-catalog/view/paint-technology-new/,YES,NO,Knowledge & Skills,"Multi-choice test that measures the knowledge of paint raw materials and precursors, manufacture of different types of coatings, surface treatment and coating applications.","Professional Individual Contributor, Graduate, Mid-Professional,","English (USA),",Approximate Completion Time in minutes = 7,7.0,long test,"Paint Technology (New) - Multi-choice test that measures the knowledge of paint raw materials and precursors, manufacture of different types of coatings, surface treatment and coating applications. | Test Type: Knowledge & Skills | Target Job Levels: Professional Individual Contributor, Graduate, Mid-Professional, | Duration: Approximate Completion Time in minutes = 7 | Duration in Minutes: 7.0 | Supports Remote Testing | long test | Languages: English (USA),"
3998,Pediatrics (New),https://www.shl.com/solutions/products/product-catalog/view/pediatrics-new/,YES,NO,Knowledge & Skills,"Multi-choice test that measures the basic knowledge of pediatric diseases, their symptoms and the medicines administered to cure or prevent them.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 5,5.0,long test,"Pediatrics (New) - Multi-choice test that measures the basic knowledge of pediatric diseases, their symptoms and the medicines administered to cure or prevent them. | Test Type: Knowledge & Skills | Target Job Levels: Graduate, Mid-Professional, Professional Individual Contributor, | Duration: Approximate Completion Time in minutes = 5 | Duration in Minutes: 5.0 | Supports Remote Testing | long test | Languages: English (USA),"
4108,Pega Development (New),https://www.shl.com/solutions/products/product-catalog/view/pega-development-new/,YES,NO,Knowledge & Skills,"Multi-choice test that measures the knowledge of Pega architecture, user interface, rule and user management, case management, integration with external systems, frameworks, applications and performance.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 17,17.0,long test,"Pega Development (New) - Multi-choice test that measures the knowledge of Pega architecture, user interface, rule and user management, case management, integration with external systems, frameworks, applications and performance. | Test Type: Knowledge & Skills | Target Job Levels: Mid-Professional, Professional Individual Contributor, | Duration: Approximate Completion Time in minutes = 17 | Duration in Minutes: 17.0 | Supports Remote Testing | long test | Languages: English (USA),"
4109,Perl (New),https://www.shl.com/solutions/products/product-catalog/view/perl-new/,YES,NO,Knowledge & Skills,"Multi-choice test that measures the knowledge of Perl scripting used for text manipulation, web development, system administration, etc.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 9,9.0,long test,"Perl (New) - Multi-choice test that measures the knowledge of Perl scripting used for text manipulation, web development, system administration, etc. | Test Type: Knowledge & Skills | Target Job Levels: Mid-Professional, Professional Individual Contributor, | Duration: Approximate Completion Time in minutes = 9 | Duration in Minutes: 9.0 | Supports Remote Testing | long test | Languages: English (USA),"
4070,Petrochemical Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/petrochemical-engineering-new/,YES,NO,Knowledge & Skills,"Multi-choice test that measures the knowledge of fluid and thermal principles of petrochemical engineering, chemical processes, petroleum composition and processing.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 7,7.0,long test,"Petrochemical Engineering (New) - Multi-choice test that measures the knowledge of fluid and thermal principles of petrochemical engineering, chemical processes, petroleum composition and processing. | Test Type: Knowledge & Skills | Target Job Levels: Graduate, Mid-Professional, Professional Individual Contributor, | Duration: Approximate Completion Time in minutes = 7 | Duration in Minutes: 7.0 | Supports Remote Testing | long test | Languages: English (USA),"
4110,Petroleum Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/petroleum-engineering-new/,YES,NO,Knowledge & Skills,"Multi-choice test that measures the knowledge of petroleum engineering, drilling and production operations and offshore petroleum production.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10,10.0,long test,"Petroleum Engineering (New) - Multi-choice test that measures the knowledge of petroleum engineering, drilling and production operations and offshore petroleum production. | Test Type: Knowledge & Skills | Target Job Levels: Graduate, Mid-Professional, Professional Individual Contributor, | Duration: Approximate Completion Time in minutes = 10 | Duration in Minutes: 10.0 | Supports Remote Testing | long test | Languages: English (USA),"
4088,Pharmaceutical Analysis (New),https://www.shl.com/solutions/products/product-catalog/view/pharmaceutical-analysis-new/,YES,NO,Knowledge & Skills,"Multi-choice test that measures the knowledge of laboratory analytical techniques such as chromatography, titration, spectroscopy, and spectrophotometry.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 12,12.0,long test,"Pharmaceutical Analysis (New) - Multi-choice test that measures the knowledge of laboratory analytical techniques such as chromatography, titration, spectroscopy, and spectrophotometry. | Test Type: Knowledge & Skills | Target Job Levels: Graduate, Mid-Professional, Professional Individual Contributor, | Duration: Approximate Completion Time in minutes = 12 | Duration in Minutes: 12.0 | Supports Remote Testing | long test | Languages: English (USA),"
4114,Pharmaceutical Chemistry (New),https://www.shl.com/solutions/products/product-catalog/view/pharmaceutical-chemistry-new/,YES,NO,Knowledge & Skills,"Multi-choice test that measures the knowledge of physical chemistry, organic chemistry, inorganic chemistry, biochemistry and medicinal chemistry.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 17,17.0,long test,"Pharmaceutical Chemistry (New) - Multi-choice test that measures the knowledge of physical chemistry, organic chemistry, inorganic chemistry, biochemistry and medicinal chemistry. | Test Type: Knowledge & Skills | Target Job Levels: Graduate, Mid-Professional, Professional Individual Contributor, | Duration: Approximate Completion Time in minutes = 17 | Duration in Minutes: 17.0 | Supports Remote Testing | long test | Languages: English (USA),"
4061,Pharmaceutical Science (New),https://www.shl.com/solutions/products/product-catalog/view/pharmaceutical-science-new/,YES,NO,Knowledge & Skills,"Multi-choice test that measures the knowledge of drug manufacture, drug delivery, drug action, and pharmaceutical analysis techniques.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 7,7.0,long test,"Pharmaceutical Science (New) - Multi-choice test that measures the knowledge of drug manufacture, drug delivery, drug action, and pharmaceutical analysis techniques. | Test Type: Knowledge & Skills | Target Job Levels: Graduate, Mid-Professional, Professional Individual Contributor, | Duration: Approximate Completion Time in minutes = 7 | Duration in Minutes: 7.0 | Supports Remote Testing | long test | Languages: English (USA),"
4111,Pharmaceutics (New),https://www.shl.com/solutions/products/product-catalog/view/pharmaceutics-new/,YES,NO,Knowledge & Skills,"Multi-choice test that measures the knowledge of pharmaceutical engineering and technology for drug manufacture, biopharmaceutics, modern pharmaceutics and dispensing pharmacy.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 12,12.0,long test,"Pharmaceutics (New) - Multi-choice test that measures the knowledge of pharmaceutical engineering and technology for drug manufacture, biopharmaceutics, modern pharmaceutics and dispensing pharmacy. | Test Type: Knowledge & Skills | Target Job Levels: Graduate, Mid-Professional, Professional Individual Contributor, | Duration: Approximate Completion Time in minutes = 12 | Duration in Minutes: 12.0 | Supports Remote Testing | long test | Languages: English (USA),"
4112,Pharmacology (New),https://www.shl.com/solutions/products/product-catalog/view/pharmacology-new/,YES,NO,Knowledge & Skills,"Multi-choice test that measures the knowledge of pharmacological drugs classification, chemotherapy, inflammatory disorders, drug action on nervous system, endocrine pharmacology, drug action on circulatory system and GI tract.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 12,12.0,long test,"Pharmacology (New) - Multi-choice test that measures the knowledge of pharmacological drugs classification, chemotherapy, inflammatory disorders, drug action on nervous system, endocrine pharmacology, drug action on circulatory system and GI tract. | Test Type: Knowledge & Skills | Target Job Levels: Graduate, Mid-Professional, Professional Individual Contributor, | Duration: Approximate Completion Time in minutes = 12 | Duration in Minutes: 12.0 | Supports Remote Testing | long test | Languages: English (USA),"
